Latitud,Longitud,Station,Klimatnr,SwerefX,SwerefY,Höjd,Län,Landskap,jan,feb,mar,apr,maj,jun,jul,aug,sep,okt,nov,dec,år,start,slut,antal år
58.13,15.44,Ulrika,85070,525638,6443066,180,Östergötlands län,Östergötland,42.7,38.6,32.9,36.4,51.0,75.3,83.5,78.3,54.5,58.0,55.3,54.6,661.2,jan./1961,sep./2016,55.3
58.45,14.89,Vadstena D,84270,493523,6478774,90,Östergötlands län,Östergötland,32.4,28.6,25.2,30.0,41.0,63.3,70.6,69.2,45.4,49.5,44.8,39.9,539.7,jan./1961,dec./2020,56.2
58.59,15.81,Vånga D,85350,547165,6494413,43,Östergötlands län,Östergötland,40.2,34.5,31.1,33.9,45.0,64.4,75.0,68.7,55.0,58.9,53.3,49.6,609.7,jan./1990,dec./2020,30.9
58.31,14.93,Väderstad,84190,495746,6463705,120,Östergötlands län,Östergötland,35.2,30.6,27.9,32.2,45.8,69.9,76.2,70.9,48.6,52.4,48.0,44.2,581.9,okt./1968,dec./1989,20.08
58.20,16.01,Åtvidaberg,85130,559127,6451663,100,Östergötlands län,Östergötland,40.1,35.3,29.5,34.4,46.0,65.4,79.5,73.5,54.7,56.4,53.0,50.5,618.2,jan./1961,dec./2001,25.8
58.25,14.65,Ödeshög D,84140,479634,6457106,120,Östergötlands län,Östergötland,35.6,31.7,31.0,34.8,48.4,74.8,82.7,74.0,52.5,57.4,50.7,44.3,618.0,jan./1961,dec./2020,59.3
58.38,15.20,Öjebro,85220,511695,6471403,85,Östergötlands län,Östergötland,35.5,31.5,28.6,32.9,44.4,68.8,75.7,70.1,49.3,52.4,48.1,44.4,581.7,jan./1961,sep./1977,16.07
58.54,16.56,Östra Husby D,86320,590885,6489586,26,Östergötlands län,Östergötland,39.2,35.1,30.3,34.0,43.5,64.2,70.8,69.1,52.0,56.7,51.9,52.5,599.3,okt./2005,dec./2020,15.03
57.45,15.03,Arvingetorp,75280,502064,6367436,210,Jönköpings län,Småland,45.9,37.1,33.7,32.0,47.9,71.7,73.8,73.7,54.8,60.2,53.2,53.9,638.0,jan./1961,dec./1986,25.8
57.81,14.99,Askeryd,75480,499554,6407056,250,Jönköpings län,Småland,44.1,36.0,32.7,33.9,50.3,77.9,79.1,75.0,56.4,61.1,54.8,54.1,655.7,jan./1961,nov./1991,30.3
57.59,13.93,Bondstorp D,73340,435942,6383482,295,Jönköpings län,Småland,71.4,59.8,47.8,46.8,58.3,83.7,86.5,95.5,77.5,86.9,74.5,83.6,872.2,juli/1988,dec./2006,16.04
57.67,14.98,Eksjö,74400,498998,6391860,211,Jönköpings län,Småland,44.7,35.9,32.9,32.1,48.3,73.4,74.3,71.9,55.2,59.7,53.4,53.6,635.4,jan./1961,mars/1984,22.08
57.69,14.15,Flahult,74420,449056,6394497,224,Jönköpings län,Småland,65.0,52.9,43.4,44.2,54.8,82.8,81.9,86.7,72.3,79.5,70.6,77.6,811.7,jan./1961,dec./2014,53.8
57.70,14.47,Forserum,74430,468325,6395858,275,Jönköpings län,Småland,60.9,47.6,42.5,40.8,56.0,85.1,85.7,86.4,67.3,76.9,66.2,70.6,786.1,jan./1961,dec./2010,50.0
57.20,15.08,Granshult,75130,505093,6340053,315,Jönköpings län,Småland,57.1,45.6,40.0,36.4,55.7,79.9,90.3,83.6,64.7,70.6,65.3,66.3,755.5,jan./1961,nov./1993,32.9
57.57,14.63,Gödeberg,74350,478063,6380519,350,Jönköpings län,Småland,66.6,52.7,47.0,43.0,60.1,90.5,90.7,94.3,73.2,82.7,72.5,76.9,850.1,jan./1961,okt./1977,16.08
57.91,14.08,Habo,74550,445679,6419025,175,Jönköpings län,Västergötland,45.6,40.1,33.5,37.8,53.2,78.6,72.0,82.9,64.2,62.5,57.0,58.8,686.3,nov./1963,juni/2011,46.8
57.29,14.14,Hagshult Mo,74180,447987,6350220,170,Jönköpings län,Småland,62.5,48.3,44.3,41.0,58.2,82.6,85.7,93.2,71.6,79.0,66.9,70.2,803.5,jan./1961,dec./2020,42.3
57.47,13.63,Hestra D,73230,417938,6370187,220,Jönköpings län,Småland,66.6,56.2,46.6,44.8,55.4,88.2,89.3,100.5,78.0,85.1,75.8,78.1,864.5,nov./1973,dec./2020,45.8
57.03,14.29,Horda,74020,457117,6320413,190,Jönköpings län,Småland,61.6,50.2,43.0,37.4,59.6,78.6,86.6,81.6,65.5,75.8,67.3,70.6,777.9,jan./1961,dec./2007,47.0
57.79,14.28,Huskvarna,74480,457408,6405187,94,Jönköpings län,Småland,43.6,34.6,30.5,34.5,46.7,72.5,70.8,71.2,55.4,58.5,51.0,52.5,621.7,jan./1961,dec./2020,58.7
57.44,14.47,Hylletofta,74260,468359,6366478,270,Jönköpings län,Småland,65.8,53.0,46.6,43.0,60.0,86.7,87.7,93.9,72.5,82.1,71.4,74.8,837.5,jan./1961,nov./2001,40.8
57.61,15.58,Hässleby D,75380,534513,6385486,135,Jönköpings län,Småland,43.0,36.2,32.2,32.3,47.1,73.3,80.5,70.6,53.0,57.2,53.8,51.5,630.7,jan./1961,dec./2020,59.8
58.06,14.59,Högemålen D,84040,475946,6435030,287,Jönköpings län,Småland,40.1,34.2,32.4,37.0,49.3,78.2,82.8,75.7,57.2,60.6,54.2,51.5,653.2,jan./1961,dec./2020,57.3
57.80,14.13,Jönköping,74470,448364,6406708,181,Jönköpings län,Småland,45.5,38.8,32.4,35.8,47.7,73.3,69.6,74.0,58.2,61.3,54.4,56.3,647.3,jan./1961,dec./2020,19.08
57.75,14.07,Jönköpings flygplats,74460,444845,6401411,226,Jönköpings län,Småland,52.1,44.3,36.1,39.2,51.5,79.5,73.9,80.2,67.1,69.3,60.3,64.7,718.2,okt./1961,dec./1997,36.3
57.51,15.51,Karlstorp D,75320,530373,6374684,215,Jönköpings län,Småland,45.0,36.1,32.9,31.9,47.4,72.5,81.0,72.5,54.7,60.1,55.5,52.6,642.2,jan./1994,sep./2010,16.07
57.31,15.24,Korsberga,75180,514591,6351932,187,Jönköpings län,Småland,51.7,43.0,38.1,36.4,50.8,75.1,82.5,79.5,60.5,65.1,60.1,58.6,701.5,jan./1961,dec./2020,52.6
57.82,14.72,Kyrkonäs,74500,483296,6408950,285,Jönköpings län,Småland,48.0,39.4,35.8,37.3,53.8,82.6,82.8,80.4,61.5,66.1,58.7,58.9,705.2,jan./1961,dec./1980,20.00
57.32,13.92,Kävsjö D,73200,435185,6353741,169,Jönköpings län,Småland,65.9,51.8,46.4,44.0,59.3,83.9,89.3,94.9,72.5,83.5,68.1,73.2,832.9,jan./1961,dec./2020,59.8
57.89,14.73,Lommaryd,74530,484240,6416350,240,Jönköpings län,Småland,42.3,37.5,33.3,36.2,50.5,78.1,78.6,74.5,58.4,61.1,54.2,53.5,658.1,jan./1961,juni/2000,39.5
57.60,14.52,Malmbäck D,74360,471288,6384093,332,Jönköpings län,Småland,68.0,55.5,46.9,44.3,55.9,87.2,85.8,95.2,72.4,81.5,74.1,80.1,846.9,jan./1996,dec./2020,25.0
57.19,13.19,Mjöhult,73110,390324,6339528,155,Jönköpings län,Småland,96.7,75.4,60.7,52.9,65.6,93.2,92.2,109.5,94.5,110.3,89.1,109.7,1049.7,nov./1981,aug./2012,30.8
57.92,13.88,Mullsjö D,73560,433696,6420865,270,Jönköpings län,Västergötland,57.6,49.3,39.5,42.2,54.7,86.1,77.2,84.2,70.0,74.1,68.1,70.0,773.1,jan./1961,apr./2020,20.07
57.91,14.80,Nobynäs D,74540,487866,6418775,178,Jönköpings län,Småland,42.6,36.4,34.1,37.4,52.7,80.0,78.6,77.9,57.7,60.7,54.0,53.8,665.8,jan./2007,dec./2020,14.00
57.39,15.27,Nyabyberg,75230,516452,6360956,220,Jönköpings län,Småland,44.8,35.7,33.1,30.4,48.4,70.9,76.0,70.2,53.7,58.3,51.8,51.4,624.7,jan./1961,aug./1998,37.6
57.64,14.69,Nässjö,74390,481464,6389019,305,Jönköpings län,Småland,58.4,45.4,41.1,39.2,55.8,82.9,82.6,83.8,65.2,73.2,64.8,67.1,759.5,jan./1961,jan./1996,34.9
57.44,14.88,Nävelsjö,74240,493019,6366330,227,Jönköpings län,Småland,51.5,39.1,37.2,33.5,49.5,75.4,79.0,80.6,58.9,66.6,57.5,58.8,687.7,jan./1961,dec./2020,59.6
57.47,15.50,Pauliström,75290,530211,6369941,185,Jönköpings län,Småland,42.5,36.3,31.9,31.2,48.6,71.1,80.5,71.2,54.3,58.3,54.0,52.0,632.0,jan./1961,feb./1992,31.0
57.72,14.98,Prästkulla,74440,498981,6397941,294,Jönköpings län,Småland,49.2,39.6,36.6,34.8,53.2,83.2,81.7,74.7,63.1,66.8,59.2,58.5,700.6,jan./1961,dec./2020,60.0
57.84,14.43,Ramsjöholm,74490,466075,6411384,233,Jönköpings län,Småland,44.0,38.8,33.4,36.8,51.9,77.6,73.9,74.7,59.0,59.9,55.8,55.9,661.7,jan./1961,dec./2020,60.0
57.17,13.60,Reftele D,73080,415191,6337057,150,Jönköpings län,Småland,78.0,62.7,48.7,44.9,59.0,79.5,85.6,96.1,78.1,91.5,74.3,88.6,887.1,sep./2004,dec./2020,16.03
56.99,14.21,Räfsebo D,64590,452137,6316070,185,Jönköpings län,Småland,58.8,47.0,41.1,34.7,58.1,74.9,83.1,79.8,65.0,74.5,64.2,66.8,747.8,juni/2009,dec./2020,11.06
57.24,14.58,Rörvik D,74150,474353,6343926,215,Jönköpings län,Småland,56.6,45.0,41.2,37.7,57.0,79.4,84.2,86.7,67.2,71.0,60.5,65.8,752.3,jan./1961,dec./2020,60.0
57.97,13.78,Sandhem,73580,427844,6425543,270,Jönköpings län,Västergötland,60.0,51.6,43.4,43.2,57.1,89.4,80.0,90.7,71.0,78.6,70.2,73.0,808.1,okt./1995,dec./2020,25.3
57.60,13.93,Sjölund,73360,436248,6384679,274,Jönköpings län,Småland,65.7,53.9,43.8,43.2,55.2,82.0,81.6,89.3,72.1,80.8,70.1,77.1,814.8,jan./1961,dec./1972,12.00
57.12,13.40,Skeppshult D,73070,403292,6331988,160,Jönköpings län,Småland,87.4,70.5,55.7,50.6,63.3,85.8,91.4,109.6,85.3,101.2,84.1,98.3,983.2,nov./2005,dec./2020,15.02
57.43,14.10,Skillingaryd,74270,445984,6365633,180,Jönköpings län,Småland,76.0,60.4,49.5,44.6,58.4,85.8,85.0,90.3,72.8,86.9,76.8,83.4,870.0,jan./1961,dec./2020,60.0
57.37,15.38,Skirö,75220,523055,6358260,160,Jönköpings län,Småland,38.7,33.0,28.7,27.9,44.6,65.1,72.4,65.7,49.9,52.6,48.6,46.7,574.0,jan./1961,juni/1971,10.05
57.17,13.42,Smålandsstenar,73100,404247,6337043,140,Jönköpings län,Småland,86.7,69.7,55.3,49.6,63.0,87.2,90.6,107.2,86.2,101.1,83.5,98.6,978.8,jan./1961,sep./1973,12.08
57.57,14.47,Spinkabo,74340,468252,6380439,285,Jönköpings län,Småland,66.0,53.4,47.4,43.4,59.7,89.6,87.1,93.5,73.0,82.4,72.9,77.3,845.7,jan./1961,dec./1995,35.0
57.20,14.25,Stora Hyltan,74620,454684,6339899,245,Jönköpings län,Småland,64.2,50.4,43.5,38.5,57.7,80.5,85.7,88.5,68.4,78.5,66.9,72.1,794.9,jan./1961,dec./1970,10.00
57.15,13.56,Stora Segerstad,73090,412924,6334568,180,Jönköpings län,Småland,82.9,65.8,53.4,48.8,62.7,84.4,90.7,102.4,83.1,97.3,82.0,93.6,947.0,jan./1961,juli/1999,38.6
57.38,14.66,Sävsjö,74250,479437,6360115,220,Jönköpings län,Småland,59.8,47.0,43.7,38.5,51.6,77.2,85.5,85.3,64.9,72.8,62.6,68.5,757.4,jan./1961,dec./2020,59.5
57.50,14.46,Tomtabacken A,74300,467905,6372960,356,Jönköpings län,Småland,59.6,46.0,42.9,40.6,57.0,87.0,84.9,94.3,73.8,79.8,68.3,68.4,802.5,nov./1995,dec./2020,25.2
57.23,14.75,Toraliden,74140,484732,6342962,260,Jönköpings län,Småland,56.6,45.1,41.2,36.4,56.1,80.7,84.5,84.2,65.5,71.0,63.0,65.8,750.1,jan./1961,aug./2003,42.4
57.49,13.86,Tranhult,73290,431569,6372307,330,Jönköpings län,Småland,71.9,58.0,48.4,45.7,58.1,84.7,85.9,94.5,75.8,85.7,73.8,82.0,864.6,jan./1961,dec./1985,25.0
58.04,14.99,Tranås,84020,499132,6433041,155,Jönköpings län,Småland,34.7,31.9,28.8,31.7,48.4,72.5,70.2,72.6,48.5,51.5,46.7,44.9,582.5,jan./1961,dec./2014,53.1
58.09,14.41,Visingsö A,84050,464969,6439420,94,Jönköpings län,Småland,22.00,18.04,18.08,25.8,39.4,64.3,66.7,61.6,42.9,41.8,33.7,26.3,461.7,jan./1996,dec./2020,24.8
58.07,14.36,Visingsö D,84060,462242,6437072,110,Jönköpings län,Småland,26.5,22.09,21.05,27.2,42.0,67.8,67.2,61.3,46.7,44.7,37.4,32.1,497.3,jan./1961,dec./2013,51.6
57.32,13.43,Våthultström,73190,405641,6353715,163,Jönköpings län,Småland,88.0,71.1,57.0,52.1,65.4,92.0,93.9,109.3,88.7,101.7,85.8,99.0,1003.9,jan./1961,juni/1972,11.05
57.18,14.05,Värnamo,74110,442575,6338190,140,Jönköpings län,Småland,65.7,51.8,43.6,39.3,57.3,78.7,83.3,88.6,68.6,79.8,67.5,73.3,797.4,jan./1961,juli/1976,15.02
57.54,15.10,Värne,75340,505852,6377348,205,Jönköpings län,Småland,45.1,35.3,33.9,32.0,49.3,70.5,72.6,75.1,54.0,60.1,51.8,53.1,632.9,jan./1961,dec./2020,59.9
57.12,13.95,Åminne D,73060,436712,6331585,159,Jönköpings län,Småland,68.5,53.5,45.6,41.0,57.9,80.0,84.3,94.1,70.5,82.8,70.0,75.9,824.0,maj/2009,dec./2020,11.07
56.95,12.79,Abild,62570,365640,6314125,145,Hallands län,Halland,112.7,88.4,71.1,60.1,70.5,105.5,114.1,134.4,109.5,125.8,105.3,124.6,1222.0,juni/1972,sep./2011,37.8
56.38,12.99,Baramossa,62220,375614,6250455,197,Hallands län,Halland,108.4,91.1,74.2,59.7,72.9,104.2,119.0,135.1,110.1,122.8,105.0,125.3,1227.7,apr./1973,dec./2020,47.6
56.71,13.16,Brunnshult,63420,387528,6286824,165,Hallands län,Halland,110.9,91.2,73.1,62.1,72.1,103.8,111.4,126.8,108.7,128.9,104.7,126.2,1219.7,mars/1969,jan./2011,41.9
56.86,12.65,Eftra D,62510,356425,6304094,46,Hallands län,Halland,84.2,68.6,54.8,48.1,59.7,88.9,91.0,120.2,90.4,103.0,84.3,95.7,988.9,nov./2004,dec./2020,16.02
57.20,12.81,Fagered,72120,367857,6341525,100,Hallands län,Halland,101.9,81.7,66.6,58.5,69.3,99.6,100.8,127.9,106.7,124.5,98.9,115.5,1151.8,jan./1961,dec./2006,45.7
56.89,13.38,Femsjö,63540,401170,6306313,177,Hallands län,Småland,94.0,77.8,63.9,53.9,64.2,86.8,92.1,113.5,93.4,111.1,90.1,108.9,1049.7,juli/1993,jan./2010,16.02
56.87,13.07,Fröslida,63530,382139,6304202,70,Hallands län,Halland,118.6,97.6,79.2,67.7,78.9,109.0,114.7,138.8,115.1,135.3,112.1,133.5,1300.4,jan./1961,maj/1972,11.04
56.57,13.03,Genevad,63340,379188,6271074,20,Hallands län,Halland,65.0,55.6,45.1,42.5,53.1,80.9,86.4,98.8,73.3,83.5,66.2,76.0,826.3,jan./1961,juni/2002,41.5
56.93,12.36,Glommen,62550,339221,6312735,6,Hallands län,Halland,64.7,52.8,43.2,41.3,52.0,74.5,76.3,95.3,73.0,83.2,68.9,75.3,800.6,juli/1970,maj/1995,24.9
57.15,12.44,Grimeton,72070,345204,6336776,25,Hallands län,Halland,84.9,64.1,52.7,47.8,54.3,79.3,81.9,101.0,83.1,103.4,84.5,96.9,934.0,jan./1961,sep./1997,36.3
57.02,12.92,Gångarebo,72010,373465,6321020,190,Hallands län,Halland,118.0,94.7,76.0,64.0,74.5,107.6,110.0,136.4,112.7,133.9,111.0,133.1,1271.8,jan./1961,jan./1981,20.01
56.68,12.92,Halmstad,62400,372793,6283329,32,Hallands län,Halland,63.3,54.6,45.1,43.6,55.6,82.0,87.2,106.1,76.0,91.0,69.2,76.4,849.9,jan./1961,dec./2020,43.6
56.68,12.83,Halmstad flygflottilj,62410,367274,6284231,30,Hallands län,Halland,64.9,55.2,45.1,41.1,51.6,75.0,79.8,97.7,73.5,84.0,67.0,76.5,811.5,jan./1961,juni/1978,17.05
56.79,13.14,Havraryd D,63480,386290,6295812,185,Hallands län,Halland,117.4,100.0,78.4,62.1,70.6,97.9,105.3,129.5,110.7,135.8,108.7,134.5,1250.9,jan./1961,maj/2015,54.4
56.93,12.55,Jonstorp,62560,350996,6312374,25,Hallands län,Halland,79.5,61.9,51.1,43.9,54.1,80.1,83.3,104.8,80.9,93.5,78.6,90.7,902.0,jan./1961,nov./1997,36.9
57.03,13.12,Kinnared,73610,385698,6322669,100,Hallands län,Halland,91.7,73.3,58.3,49.9,60.6,86.2,89.1,109.9,90.4,107.4,85.8,103.9,1006.5,jan./1961,dec./1970,10.00
56.52,13.33,Knäred D,63320,397428,6265229,54,Hallands län,Halland,83.4,76.6,60.4,52.6,62.7,89.9,108.7,109.9,89.6,98.7,80.5,94.4,1007.6,jan./1961,dec./2020,58.9
57.23,12.70,Källsjö,72140,361278,6345578,154,Hallands län,Halland,117.9,92.7,74.9,64.6,75.2,105.8,107.1,133.7,116.1,137.4,112.5,134.3,1271.9,okt./2008,dec./2020,12.03
56.49,12.99,Laholm D,62300,376035,6262926,12,Hallands län,Halland,48.6,44.7,35.8,35.8,47.8,72.7,77.3,97.5,65.3,69.9,52.1,61.3,708.8,nov./2005,dec./2020,15.02
57.29,12.68,Linhult D,72180,360469,6352532,173,Hallands län,Västergötland,110.3,86.9,70.1,59.4,67.4,94.1,96.4,121.6,107.4,123.6,101.4,124.7,1163.5,jan./1961,dec./2020,59.9
56.70,13.03,Marbäck D,63410,379566,6286218,55,Hallands län,Halland,97.0,79.3,64.5,56.0,65.5,93.9,102.3,119.6,98.9,114.2,94.1,110.8,1096.2,jan./2002,dec./2020,19.00
56.98,12.39,Morup,62590,341462,6318454,15,Hallands län,Halland,69.1,54.2,44.6,40.4,49.5,73.9,75.6,94.6,73.4,84.9,70.5,80.1,810.9,jan./1961,juni/1985,24.5
57.30,11.90,Nidingen A,71190,313550,6355426,4,Hallands län,Halland,50.9,36.3,34.8,36.7,41.0,58.5,63.6,78.1,60.4,66.7,58.6,58.9,644.4,jan./1961,mars/2007,42.5
57.38,11.97,Onsala D,71230,317998,6364220,8,Hallands län,Halland,64.8,48.1,43.1,43.0,49.0,69.2,74.7,81.5,65.6,82.4,68.8,71.9,762.2,dec./2005,dec./2020,15.01
56.79,12.97,Oskarström,62480,376201,6296277,15,Hallands län,Halland,100.7,81.3,65.3,53.8,63.8,91.6,99.0,122.4,98.4,119.2,95.9,113.8,1105.4,jan./1961,mars/1983,21.04
57.25,12.10,Ringhals,72150,325252,6349266,10,Hallands län,Halland,66.5,50.5,44.2,43.0,49.5,70.6,73.3,88.8,70.9,83.9,69.9,76.8,788.0,okt./1968,dec./1981,13.03
57.47,12.20,Rossared D,72300,331791,6373264,41,Hallands län,Halland,94.0,71.9,61.0,58.9,63.2,85.8,90.3,113.6,91.9,113.7,94.0,108.9,1047.3,jan./1961,okt./2020,59.7
56.94,13.34,Seglehult,63560,398952,6311612,155,Hallands län,Småland,88.4,72.9,59.3,51.0,63.2,85.6,91.0,107.6,89.1,104.9,85.0,100.7,998.8,juni/1972,sep./1991,19.03
56.72,13.12,Simlångsdalen,63440,385219,6287277,75,Hallands län,Halland,102.3,84.2,68.2,56.2,67.0,94.2,102.8,122.4,100.6,120.3,97.5,116.3,1132.1,jan./1961,mars/1986,25.3
57.09,12.87,Skogsforsen,72060,370971,6329908,100,Hallands län,Halland,110.5,88.0,70.6,58.9,68.1,99.5,99.3,127.2,104.9,124.5,103.9,123.5,1178.9,jan./1961,aug./2002,41.7
56.96,13.07,Torup,63600,382723,6314945,85,Hallands län,Halland,109.2,88.8,70.8,59.1,69.1,97.1,99.7,125.1,102.6,120.5,99.7,121.8,1163.6,nov./1972,juli/2008,35.1
56.95,13.06,Torup A,63590,382003,6313431,133,Hallands län,Halland,111.7,90.8,70.8,60.8,70.7,99.7,104.9,130.1,106.9,126.5,105.2,127.1,1205.3,jan./2008,dec./2020,12.08
57.11,12.77,Ullared A,72090,365153,6332207,122,Hallands län,Halland,112.1,86.2,70.8,59.1,64.0,95.1,96.7,122.3,108.0,129.7,105.7,128.3,1178.1,aug./1995,dec./2020,25.3
57.11,12.30,Varberg,72080,336250,6332796,34,Hallands län,Halland,74.2,56.0,49.2,43.8,49.2,77.8,76.8,96.1,77.2,91.5,78.0,83.6,853.3,jan./1961,dec./2020,59.3
57.26,12.32,Veddige D,72170,338400,6349691,15,Hallands län,Halland,84.9,64.0,54.7,49.8,53.4,78.2,83.8,102.7,83.5,101.4,86.2,95.2,937.7,nov./2005,dec./2020,15.02
56.90,12.96,Åstrilt,62540,375738,6307618,175,Hallands län,Halland,112.7,90.1,72.4,60.8,70.4,98.4,106.4,130.2,106.1,127.1,104.8,128.2,1207.6,juli/1981,nov./2000,19.04
56.90,13.70,Bakarebo D,63550,420581,6307334,145,Kronobergs län,Småland,74.2,59.4,50.0,44.4,59.6,81.9,83.0,96.9,72.3,85.4,73.6,82.5,863.3,aug./1994,dec./2020,26.2
57.12,14.69,Berg,74080,481417,6330897,250,Kronobergs län,Småland,53.8,43.2,38.3,37.1,56.0,78.0,86.1,83.2,63.7,70.2,60.6,61.2,731.2,juli/1969,dec./2020,51.5
56.81,13.70,Bolmen,63490,420656,6297490,160,Kronobergs län,Småland,72.0,62.3,51.1,43.4,58.8,77.2,86.1,95.0,75.4,92.3,74.0,81.3,868.8,jan./1961,juni/2010,49.5
57.02,13.73,Bolmsö,73020,422763,6319797,160,Kronobergs län,Småland,72.6,58.1,46.7,40.5,58.4,80.3,86.0,95.9,73.3,87.2,72.8,81.8,853.8,apr./1971,dec./1991,20.06
57.02,13.73,Dungen,73010,423087,6319947,150,Kronobergs län,Småland,73.2,59.6,49.1,43.1,59.5,80.2,85.9,95.1,73.8,87.6,73.4,82.3,862.8,jan./1961,mars/1971,10.03
56.55,14.76,Ekefors,64330,485069,6267834,145,Kronobergs län,Småland,55.0,45.7,37.0,32.3,50.0,69.3,74.6,75.6,60.1,70.2,63.7,63.4,696.9,jan./1961,dec./1989,27.6
57.08,15.68,Fagerhult D,75090,541161,6326566,175,Kronobergs län,Småland,44.9,39.4,33.5,32.7,49.8,69.4,80.5,69.4,56.5,61.6,58.7,54.1,650.3,jan./1961,dec./2020,58.3
56.93,15.17,Herråkra,65560,510275,6309106,235,Kronobergs län,Småland,57.2,47.2,39.6,33.6,51.3,74.1,87.9,80.6,59.8,68.5,66.0,65.1,731.0,juni/1988,juni/2010,22.01
57.10,15.23,Hult,75060,514134,6328542,265,Kronobergs län,Småland,51.9,42.8,36.4,32.5,51.2,72.0,83.3,75.1,58.1,65.0,61.3,60.9,690.4,jan./1961,jan./1971,10.01
56.68,14.33,Hyltan,64410,459168,6282138,154,Kronobergs län,Småland,54.2,46.4,38.3,33.2,53.6,72.4,83.5,77.1,66.6,74.2,63.9,62.2,725.6,jan./1961,dec./2020,60.0
56.97,14.63,Härlöv,64580,477704,6313728,155,Kronobergs län,Småland,54.7,45.6,38.9,35.1,55.5,74.9,82.9,79.5,62.7,70.3,62.2,63.3,725.6,jan./1961,dec./1979,18.08
56.75,14.93,Ingelstad,64450,495921,6289560,160,Kronobergs län,Småland,52.4,43.9,35.3,31.6,51.6,69.7,79.9,76.0,60.7,68.0,61.7,61.0,691.7,jan./1961,dec./1971,10.09
56.49,15.12,Konga,65300,507555,6260825,125,Kronobergs län,Småland,52.9,44.2,37.0,32.2,48.9,64.5,73.1,72.5,59.1,67.4,64.4,61.0,677.2,jan./1961,juni/2011,50.5
56.99,15.29,Lenhovda,65590,517822,6316233,265,Kronobergs län,Småland,55.7,47.1,39.7,35.0,54.9,74.9,87.0,79.2,62.0,69.4,67.1,65.7,737.6,jan./1961,nov./1985,24.9
56.74,15.35,Lessebo,65450,521427,6288265,219,Kronobergs län,Småland,48.9,40.7,34.6,29.4,49.7,65.6,81.3,73.3,59.9,63.9,60.8,58.0,666.0,jan./1961,dec./2020,55.5
56.66,15.14,Linneryd,65390,508466,6279459,140,Kronobergs län,Småland,45.9,38.9,31.4,30.0,50.6,62.4,72.4,74.7,56.5,61.6,57.7,54.4,636.5,juni/1985,sep./2010,25.3
56.85,13.88,Ljungby A,63510,431661,6301525,148,Kronobergs län,Småland,58.2,50.0,43.5,37.2,54.8,73.5,85.1,79.8,66.3,78.7,65.5,66.6,759.1,aug./1995,dec./2020,25.4
56.81,13.97,Ljungby D,63500,436897,6296655,158,Kronobergs län,Småland,70.3,58.9,50.8,39.1,58.0,76.2,89.4,81.5,68.8,86.0,73.3,77.9,830.0,jan./1961,dec./2020,58.4
56.59,13.46,Långhult,63350,405303,6272255,175,Kronobergs län,Småland,94.5,82.6,67.1,54.1,67.9,94.5,106.1,117.6,92.3,110.1,90.5,105.8,1083.1,jan./1961,dec./1999,39.0
56.61,14.07,Länshult,64370,442698,6274175,160,Kronobergs län,Småland,65.3,55.7,45.9,38.9,57.2,75.9,83.3,83.0,67.9,80.8,69.0,72.3,795.0,jan./1961,apr./1980,19.03
56.50,13.46,Majenfors,63300,404929,6262454,80,Kronobergs län,Småland,81.2,70.6,56.2,48.0,63.0,88.3,98.5,105.4,83.8,96.6,79.0,91.2,962.0,jan./1961,dec./1980,20.00
56.46,13.62,Markaryd,63280,414702,6257876,114,Kronobergs län,Småland,79.7,69.3,53.3,47.3,64.1,80.2,98.4,100.4,79.5,92.4,75.9,87.3,927.7,juni/1972,dec./2020,47.3
57.01,14.57,Moheda D,74000,473779,6318172,160,Kronobergs län,Småland,59.7,48.5,41.7,37.6,57.6,76.1,83.5,82.7,65.8,76.5,65.7,67.8,763.2,nov./2005,dec./2020,15.02
56.84,14.59,Ohs,64500,474692,6299330,145,Kronobergs län,Småland,53.9,45.0,37.6,34.6,54.6,71.6,81.4,79.6,61.4,70.1,61.4,61.6,712.8,jan./1961,dec./1999,37.9
56.62,14.02,Pjätteryd,64380,440041,6275503,140,Kronobergs län,Småland,68.6,57.6,47.6,38.6,57.4,78.9,84.0,86.9,68.5,82.9,71.6,74.6,817.2,okt./1980,dec./2020,36.7
56.74,13.36,Singeshult,63450,399742,6289967,165,Kronobergs län,Småland,98.5,83.0,67.8,56.0,69.0,95.4,102.9,117.6,99.5,117.3,94.6,111.5,1112.9,jan./1961,okt./1996,35.8
56.76,13.68,Skeen,63460,419152,6291351,135,Kronobergs län,Småland,78.4,65.9,53.6,44.5,61.3,83.2,91.5,99.6,79.9,95.6,78.3,88.2,919.9,jan./1961,dec./1977,17.00
56.56,13.74,Strömsnäsbruk D,63330,422384,6268933,115,Kronobergs län,Småland,78.5,66.1,54.1,45.0,63.1,82.9,92.2,97.5,80.3,93.7,77.4,86.9,917.7,jan./1961,jan./2006,23.02
56.61,15.14,Stångsmåla D,65370,508313,6274018,137,Kronobergs län,Småland,48.6,40.9,33.6,29.2,47.5,63.7,71.2,71.8,57.4,63.1,59.5,56.7,643.3,jan./1968,dec./2020,25.6
57.03,14.94,Söraby,74030,496638,6321228,180,Kronobergs län,Småland,53.5,45.2,36.8,34.4,57.7,70.5,86.6,79.8,60.3,69.5,61.5,64.6,720.4,jan./1961,aug./2020,59.6
